C:\Driving\IMG\center_2020_09_05_16_40_21_035.jpg, C:\Driving\IMG\left_2020_09_05_16_40_21_035.jpg, C:\Driving\IMG\right_2020_09_05_16_40_21_035.jpg, -0.0191052, 1, 0, 28.70446
C:\Driving\IMG\center_2020_09_05_16_40_21_141.jpg, C:\Driving\IMG\left_2020_09_05_16_40_21_141.jpg, C:\Driving\IMG\right_2020_09_05_16_40_21_141.jpg, -0.3766713, 1, 0, 29.66454
C:\Driving\IMG\center_2020_09_05_16_40_21_242.jpg, C:\Driving\IMG\left_2020_09_05_16_40_21_242.jpg, C:\Driving\IMG\right_2020_09_05_16_40_21_242.jpg, -0.06901742, 1, 0, 30.19066
C:\Driving\IMG\center_2020_09_05_16_40_21_346.jpg, C:\Driving\IMG\left_2020_09_05_16_40_21_346.jpg, C:\Driving\IMG\right_2020_09_05_16_40_21_346.jpg, 0, 1, 0, 30.18933
C:\Driving\IMG\center_2020_09_05_16_40_21_452.jpg, C:\Driving\IMG\left_2020_09_05_16_40_21_452.jpg, C:\Driving\IMG\right_2020_09_05_16_40_21_452.jpg, 0, 1, 0, 30.19008
C:\Driving\IMG\center_2020_09_05_16_40_21_553.jpg, C:\Driving\IMG\left_2020_09_05_16_40_21_553.jpg, C:\Driving\IMG\right_2020_09_05_16_40_21_553.jpg, 0, 1, 0, 30.18991
C:\Driving\IMG\center_2020_09_05_16_40_21_660.jpg, C:\Driving\IMG\left_2020_09_05_16_40_21_660.jpg, C:\Driving\IMG\right_2020_09_05_16_40_21_660.jpg, -0.3222228, 1, 0, 30.16886
C:\Driving\IMG\center_2020_09_05_16_40_21_765.jpg, C:\Driving\IMG\left_2020_09_05_16_40_21_765.jpg, C:\Driving\IMG\right_2020_09_05_16_40_21_765.jpg, -0.6202872, 1, 0, 30.13338
C:\Driving\IMG\center_2020_09_05_16_40_21_867.jpg, C:\Driving\IMG\left_2020_09_05_16_40_21_867.jpg, C:\Driving\IMG\right_2020_09_05_16_40_21_867.jpg, -0.3328095, 1, 0, 30.1926
C:\Driving\IMG\center_2020_09_05_16_40_21_968.jpg, C:\Driving\IMG\left_2020_09_05_16_40_21_968.jpg, C:\Driving\IMG\right_2020_09_05_16_40_21_968.jpg, -0.05485351, 1, 0, 30.1905
C:\Driving\IMG\center_2020_09_05_16_40_22_070.jpg, C:\Driving\IMG\left_2020_09_05_16_40_22_070.jpg, C:\Driving\IMG\right_2020_09_05_16_40_22_070.jpg, -0.1951206, 1, 0, 30.19071
C:\Driving\IMG\center_2020_09_05_16_40_22_175.jpg, C:\Driving\IMG\left_2020_09_05_16_40_22_175.jpg, C:\Driving\IMG\right_2020_09_05_16_40_22_175.jpg, 0, 1, 0, 30.19081
C:\Driving\IMG\center_2020_09_05_16_40_22_279.jpg, C:\Driving\IMG\left_2020_09_05_16_40_22_279.jpg, C:\Driving\IMG\right_2020_09_05_16_40_22_279.jpg, 0, 1, 0, 30.19019
C:\Driving\IMG\center_2020_09_05_16_40_22_379.jpg, C:\Driving\IMG\left_2020_09_05_16_40_22_379.jpg, C:\Driving\IMG\right_2020_09_05_16_40_22_379.jpg, 0, 1, 0, 30.19028
C:\Driving\IMG\center_2020_09_05_16_40_22_490.jpg, C:\Driving\IMG\left_2020_09_05_16_40_22_490.jpg, C:\Driving\IMG\right_2020_09_05_16_40_22_490.jpg, 0, 1, 0, 30.19031
C:\Driving\IMG\center_2020_09_05_16_40_22_592.jpg, C:\Driving\IMG\left_2020_09_05_16_40_22_592.jpg, C:\Driving\IMG\right_2020_09_05_16_40_22_592.jpg, 0, 1, 0, 30.19021
C:\Driving\IMG\center_2020_09_05_16_40_22_694.jpg, C:\Driving\IMG\left_2020_09_05_16_40_22_694.jpg, C:\Driving\IMG\right_2020_09_05_16_40_22_694.jpg, 0, 1, 0, 30.19028
C:\Driving\IMG\center_2020_09_05_16_40_22_795.jpg, C:\Driving\IMG\left_2020_09_05_16_40_22_795.jpg, C:\Driving\IMG\right_2020_09_05_16_40_22_795.jpg, 0, 1, 0, 30.19042
C:\Driving\IMG\center_2020_09_05_16_40_22_898.jpg, C:\Driving\IMG\left_2020_09_05_16_40_22_898.jpg, C:\Driving\IMG\right_2020_09_05_16_40_22_898.jpg, 0, 1, 0, 30.1903
C:\Driving\IMG\center_2020_09_05_16_40_23_001.jpg, C:\Driving\IMG\left_2020_09_05_16_40_23_001.jpg, C:\Driving\IMG\right_2020_09_05_16_40_23_001.jpg, 0, 1, 0, 30.19031
C:\Driving\IMG\center_2020_09_05_16_40_23_105.jpg, C:\Driving\IMG\left_2020_09_05_16_40_23_105.jpg, C:\Driving\IMG\right_2020_09_05_16_40_23_105.jpg, -0.2914614, 1, 0, 30.1739
C:\Driving\IMG\center_2020_09_05_16_40_23_207.jpg, C:\Driving\IMG\left_2020_09_05_16_40_23_207.jpg, C:\Driving\IMG\right_2020_09_05_16_40_23_207.jpg, -0.025029, 1, 0, 30.19027
C:\Driving\IMG\center_2020_09_05_16_40_23_310.jpg, C:\Driving\IMG\left_2020_09_05_16_40_23_310.jpg, C:\Driving\IMG\right_2020_09_05_16_40_23_310.jpg, 0, 1, 0, 30.19002
C:\Driving\IMG\center_2020_09_05_16_40_23_413.jpg, C:\Driving\IMG\left_2020_09_05_16_40_23_413.jpg, C:\Driving\IMG\right_2020_09_05_16_40_23_413.jpg, 0, 1, 0, 30.19049
C:\Driving\IMG\center_2020_09_05_16_40_23_515.jpg, C:\Driving\IMG\left_2020_09_05_16_40_23_515.jpg, C:\Driving\IMG\right_2020_09_05_16_40_23_515.jpg, 0, 1, 0, 30.19032
C:\Driving\IMG\center_2020_09_05_16_40_23_618.jpg, C:\Driving\IMG\left_2020_09_05_16_40_23_618.jpg, C:\Driving\IMG\right_2020_09_05_16_40_23_618.jpg, 0, 1, 0, 30.19004
C:\Driving\IMG\center_2020_09_05_16_40_23_722.jpg, C:\Driving\IMG\left_2020_09_05_16_40_23_722.jpg, C:\Driving\IMG\right_2020_09_05_16_40_23_722.jpg, -0.075294, 1, 0, 30.18896
C:\Driving\IMG\center_2020_09_05_16_40_23_823.jpg, C:\Driving\IMG\left_2020_09_05_16_40_23_823.jpg, C:\Driving\IMG\right_2020_09_05_16_40_23_823.jpg, -0.2190645, 1, 0, 30.18394
C:\Driving\IMG\center_2020_09_05_16_40_23_929.jpg, C:\Driving\IMG\left_2020_09_05_16_40_23_929.jpg, C:\Driving\IMG\right_2020_09_05_16_40_23_929.jpg, 0, 1, 0, 30.1897
C:\Driving\IMG\center_2020_09_05_16_40_24_031.jpg, C:\Driving\IMG\left_2020_09_05_16_40_24_031.jpg, C:\Driving\IMG\right_2020_09_05_16_40_24_031.jpg, 0, 1, 0, 30.19019
C:\Driving\IMG\center_2020_09_05_16_40_24_133.jpg, C:\Driving\IMG\left_2020_09_05_16_40_24_133.jpg, C:\Driving\IMG\right_2020_09_05_16_40_24_133.jpg, 0, 1, 0, 30.19029
C:\Driving\IMG\center_2020_09_05_16_40_24_237.jpg, C:\Driving\IMG\left_2020_09_05_16_40_24_237.jpg, C:\Driving\IMG\right_2020_09_05_16_40_24_237.jpg, 0, 1, 0, 30.19029
C:\Driving\IMG\center_2020_09_05_16_40_24_342.jpg, C:\Driving\IMG\left_2020_09_05_16_40_24_342.jpg, C:\Driving\IMG\right_2020_09_05_16_40_24_342.jpg, -0.3135441, 1, 0, 30.17192
C:\Driving\IMG\center_2020_09_05_16_40_24_442.jpg, C:\Driving\IMG\left_2020_09_05_16_40_24_442.jpg, C:\Driving\IMG\right_2020_09_05_16_40_24_442.jpg, -0.48939, 1, 0, 30.15839
C:\Driving\IMG\center_2020_09_05_16_40_24_547.jpg, C:\Driving\IMG\left_2020_09_05_16_40_24_547.jpg, C:\Driving\IMG\right_2020_09_05_16_40_24_547.jpg, -0.19875, 1, 0, 30.19362
C:\Driving\IMG\center_2020_09_05_16_40_24_650.jpg, C:\Driving\IMG\left_2020_09_05_16_40_24_650.jpg, C:\Driving\IMG\right_2020_09_05_16_40_24_650.jpg, 0, 1, 0, 30.18813
C:\Driving\IMG\center_2020_09_05_16_40_24_756.jpg, C:\Driving\IMG\left_2020_09_05_16_40_24_756.jpg, C:\Driving\IMG\right_2020_09_05_16_40_24_756.jpg, 0, 1, 0, 30.19094
C:\Driving\IMG\center_2020_09_05_16_40_24_857.jpg, C:\Driving\IMG\left_2020_09_05_16_40_24_857.jpg, C:\Driving\IMG\right_2020_09_05_16_40_24_857.jpg, 0, 1, 0, 30.18967
C:\Driving\IMG\center_2020_09_05_16_40_24_960.jpg, C:\Driving\IMG\left_2020_09_05_16_40_24_960.jpg, C:\Driving\IMG\right_2020_09_05_16_40_24_960.jpg, 0, 1, 0, 30.18976
C:\Driving\IMG\center_2020_09_05_16_40_25_063.jpg, C:\Driving\IMG\left_2020_09_05_16_40_25_063.jpg, C:\Driving\IMG\right_2020_09_05_16_40_25_063.jpg, 0, 1, 0, 30.18974
C:\Driving\IMG\center_2020_09_05_16_40_25_164.jpg, C:\Driving\IMG\left_2020_09_05_16_40_25_164.jpg, C:\Driving\IMG\right_2020_09_05_16_40_25_164.jpg, 0, 1, 0, 30.18972
C:\Driving\IMG\center_2020_09_05_16_40_25_263.jpg, C:\Driving\IMG\left_2020_09_05_16_40_25_263.jpg, C:\Driving\IMG\right_2020_09_05_16_40_25_263.jpg, 0, 1, 0, 30.18959
C:\Driving\IMG\center_2020_09_05_16_40_25_366.jpg, C:\Driving\IMG\left_2020_09_05_16_40_25_366.jpg, C:\Driving\IMG\right_2020_09_05_16_40_25_366.jpg, 0, 1, 0, 30.19039
C:\Driving\IMG\center_2020_09_05_16_40_25_469.jpg, C:\Driving\IMG\left_2020_09_05_16_40_25_469.jpg, C:\Driving\IMG\right_2020_09_05_16_40_25_469.jpg, 0, 1, 0, 30.19006
C:\Driving\IMG\center_2020_09_05_16_40_25_577.jpg, C:\Driving\IMG\left_2020_09_05_16_40_25_577.jpg, C:\Driving\IMG\right_2020_09_05_16_40_25_577.jpg, 0, 1, 0, 30.19068
C:\Driving\IMG\center_2020_09_05_16_40_25_680.jpg, C:\Driving\IMG\left_2020_09_05_16_40_25_680.jpg, C:\Driving\IMG\right_2020_09_05_16_40_25_680.jpg, 0, 1, 0, 30.19025
C:\Driving\IMG\center_2020_09_05_16_40_25_783.jpg, C:\Driving\IMG\left_2020_09_05_16_40_25_783.jpg, C:\Driving\IMG\right_2020_09_05_16_40_25_783.jpg, 0, 1, 0, 30.19024
C:\Driving\IMG\center_2020_09_05_16_40_25_884.jpg, C:\Driving\IMG\left_2020_09_05_16_40_25_884.jpg, C:\Driving\IMG\right_2020_09_05_16_40_25_884.jpg, 0, 1, 0, 30.19024
C:\Driving\IMG\center_2020_09_05_16_40_25_989.jpg, C:\Driving\IMG\left_2020_09_05_16_40_25_989.jpg, C:\Driving\IMG\right_2020_09_05_16_40_25_989.jpg, 0, 1, 0, 30.1902
C:\Driving\IMG\center_2020_09_05_16_40_26_098.jpg, C:\Driving\IMG\left_2020_09_05_16_40_26_098.jpg, C:\Driving\IMG\right_2020_09_05_16_40_26_098.jpg, 0, 1, 0, 30.19023
C:\Driving\IMG\center_2020_09_05_16_40_26_203.jpg, C:\Driving\IMG\left_2020_09_05_16_40_26_203.jpg, C:\Driving\IMG\right_2020_09_05_16_40_26_203.jpg, 0, 1, 0, 30.19026
C:\Driving\IMG\center_2020_09_05_16_40_26_305.jpg, C:\Driving\IMG\left_2020_09_05_16_40_26_305.jpg, C:\Driving\IMG\right_2020_09_05_16_40_26_305.jpg, 0, 1, 0, 30.19063
C:\Driving\IMG\center_2020_09_05_16_40_26_407.jpg, C:\Driving\IMG\left_2020_09_05_16_40_26_407.jpg, C:\Driving\IMG\right_2020_09_05_16_40_26_407.jpg, 0, 1, 0, 30.19061
C:\Driving\IMG\center_2020_09_05_16_40_26_511.jpg, C:\Driving\IMG\left_2020_09_05_16_40_26_511.jpg, C:\Driving\IMG\right_2020_09_05_16_40_26_511.jpg, -0.284211, 1, 0, 30.17556
C:\Driving\IMG\center_2020_09_05_16_40_26_615.jpg, C:\Driving\IMG\left_2020_09_05_16_40_26_615.jpg, C:\Driving\IMG\right_2020_09_05_16_40_26_615.jpg, -0.04093379, 1, 0, 30.1908
C:\Driving\IMG\center_2020_09_05_16_40_26_717.jpg, C:\Driving\IMG\left_2020_09_05_16_40_26_717.jpg, C:\Driving\IMG\right_2020_09_05_16_40_26_717.jpg, 0, 1, 0, 30.19049
C:\Driving\IMG\center_2020_09_05_16_40_26_819.jpg, C:\Driving\IMG\left_2020_09_05_16_40_26_819.jpg, C:\Driving\IMG\right_2020_09_05_16_40_26_819.jpg, 0, 1, 0, 30.19052
C:\Driving\IMG\center_2020_09_05_16_40_26_921.jpg, C:\Driving\IMG\left_2020_09_05_16_40_26_921.jpg, C:\Driving\IMG\right_2020_09_05_16_40_26_921.jpg, 0, 1, 0, 30.19055
C:\Driving\IMG\center_2020_09_05_16_40_27_027.jpg, C:\Driving\IMG\left_2020_09_05_16_40_27_027.jpg, C:\Driving\IMG\right_2020_09_05_16_40_27_027.jpg, 0, 1, 0, 30.19052
C:\Driving\IMG\center_2020_09_05_16_40_27_129.jpg, C:\Driving\IMG\left_2020_09_05_16_40_27_129.jpg, C:\Driving\IMG\right_2020_09_05_16_40_27_129.jpg, -0.2857047, 1, 0, 30.17317
C:\Driving\IMG\center_2020_09_05_16_40_27_232.jpg, C:\Driving\IMG\left_2020_09_05_16_40_27_232.jpg, C:\Driving\IMG\right_2020_09_05_16_40_27_232.jpg, -0.02380199, 1, 0, 30.1905
C:\Driving\IMG\center_2020_09_05_16_40_27_335.jpg, C:\Driving\IMG\left_2020_09_05_16_40_27_335.jpg, C:\Driving\IMG\right_2020_09_05_16_40_27_335.jpg, 0, 1, 0, 30.19076
C:\Driving\IMG\center_2020_09_05_16_40_27_436.jpg, C:\Driving\IMG\left_2020_09_05_16_40_27_436.jpg, C:\Driving\IMG\right_2020_09_05_16_40_27_436.jpg, 0, 1, 0, 30.1906
C:\Driving\IMG\center_2020_09_05_16_40_27_540.jpg, C:\Driving\IMG\left_2020_09_05_16_40_27_540.jpg, C:\Driving\IMG\right_2020_09_05_16_40_27_540.jpg, -0.0446385, 1, 0, 30.19063
C:\Driving\IMG\center_2020_09_05_16_40_27_641.jpg, C:\Driving\IMG\left_2020_09_05_16_40_27_641.jpg, C:\Driving\IMG\right_2020_09_05_16_40_27_641.jpg, -0.3457788, 1, 0, 30.16817
C:\Driving\IMG\center_2020_09_05_16_40_27_743.jpg, C:\Driving\IMG\left_2020_09_05_16_40_27_743.jpg, C:\Driving\IMG\right_2020_09_05_16_40_27_743.jpg, -0.05562481, 1, 0, 30.19096
C:\Driving\IMG\center_2020_09_05_16_40_27_845.jpg, C:\Driving\IMG\left_2020_09_05_16_40_27_845.jpg, C:\Driving\IMG\right_2020_09_05_16_40_27_845.jpg, 0, 1, 0, 30.1901
C:\Driving\IMG\center_2020_09_05_16_40_27_954.jpg, C:\Driving\IMG\left_2020_09_05_16_40_27_954.jpg, C:\Driving\IMG\right_2020_09_05_16_40_27_954.jpg, 0, 1, 0, 30.19034
C:\Driving\IMG\center_2020_09_05_16_40_28_056.jpg, C:\Driving\IMG\left_2020_09_05_16_40_28_056.jpg, C:\Driving\IMG\right_2020_09_05_16_40_28_056.jpg, 0, 1, 0, 30.19022
C:\Driving\IMG\center_2020_09_05_16_40_28_157.jpg, C:\Driving\IMG\left_2020_09_05_16_40_28_157.jpg, C:\Driving\IMG\right_2020_09_05_16_40_28_157.jpg, 0, 1, 0, 30.19043
C:\Driving\IMG\center_2020_09_05_16_40_28_258.jpg, C:\Driving\IMG\left_2020_09_05_16_40_28_258.jpg, C:\Driving\IMG\right_2020_09_05_16_40_28_258.jpg, 0, 1, 0, 30.1903
C:\Driving\IMG\center_2020_09_05_16_40_28_361.jpg, C:\Driving\IMG\left_2020_09_05_16_40_28_361.jpg, C:\Driving\IMG\right_2020_09_05_16_40_28_361.jpg, 0, 1, 0, 30.1903
C:\Driving\IMG\center_2020_09_05_16_40_28_461.jpg, C:\Driving\IMG\left_2020_09_05_16_40_28_461.jpg, C:\Driving\IMG\right_2020_09_05_16_40_28_461.jpg, 0, 1, 0, 30.19031
C:\Driving\IMG\center_2020_09_05_16_40_28_566.jpg, C:\Driving\IMG\left_2020_09_05_16_40_28_566.jpg, C:\Driving\IMG\right_2020_09_05_16_40_28_566.jpg, -0.294276, 1, 0, 30.17372
C:\Driving\IMG\center_2020_09_05_16_40_28_667.jpg, C:\Driving\IMG\left_2020_09_05_16_40_28_667.jpg, C:\Driving\IMG\right_2020_09_05_16_40_28_667.jpg, -0.0259596, 1, 0, 30.19041
C:\Driving\IMG\center_2020_09_05_16_40_28_773.jpg, C:\Driving\IMG\left_2020_09_05_16_40_28_773.jpg, C:\Driving\IMG\right_2020_09_05_16_40_28_773.jpg, 0, 1, 0, 30.19006
C:\Driving\IMG\center_2020_09_05_16_40_28_877.jpg, C:\Driving\IMG\left_2020_09_05_16_40_28_877.jpg, C:\Driving\IMG\right_2020_09_05_16_40_28_877.jpg, 0, 1, 0, 30.19028
C:\Driving\IMG\center_2020_09_05_16_40_28_981.jpg, C:\Driving\IMG\left_2020_09_05_16_40_28_981.jpg, C:\Driving\IMG\right_2020_09_05_16_40_28_981.jpg, 0, 1, 0, 30.19032
C:\Driving\IMG\center_2020_09_05_16_40_29_083.jpg, C:\Driving\IMG\left_2020_09_05_16_40_29_083.jpg, C:\Driving\IMG\right_2020_09_05_16_40_29_083.jpg, -0.3030243, 1, 0, 30.17327
C:\Driving\IMG\center_2020_09_05_16_40_29_183.jpg, C:\Driving\IMG\left_2020_09_05_16_40_29_183.jpg, C:\Driving\IMG\right_2020_09_05_16_40_29_183.jpg, -0.01677719, 1, 0, 30.19025
C:\Driving\IMG\center_2020_09_05_16_40_29_290.jpg, C:\Driving\IMG\left_2020_09_05_16_40_29_290.jpg, C:\Driving\IMG\right_2020_09_05_16_40_29_290.jpg, 0, 1, 0, 30.19012
C:\Driving\IMG\center_2020_09_05_16_40_29_395.jpg, C:\Driving\IMG\left_2020_09_05_16_40_29_395.jpg, C:\Driving\IMG\right_2020_09_05_16_40_29_395.jpg, 0, 1, 0, 30.19027
C:\Driving\IMG\center_2020_09_05_16_40_29_500.jpg, C:\Driving\IMG\left_2020_09_05_16_40_29_500.jpg, C:\Driving\IMG\right_2020_09_05_16_40_29_500.jpg, 0, 1, 0, 30.19029
C:\Driving\IMG\center_2020_09_05_16_40_29_601.jpg, C:\Driving\IMG\left_2020_09_05_16_40_29_601.jpg, C:\Driving\IMG\right_2020_09_05_16_40_29_601.jpg, 0, 1, 0, 30.19026
C:\Driving\IMG\center_2020_09_05_16_40_29_705.jpg, C:\Driving\IMG\left_2020_09_05_16_40_29_705.jpg, C:\Driving\IMG\right_2020_09_05_16_40_29_705.jpg, -0.3134259, 1, 0, 30.16959
C:\Driving\IMG\center_2020_09_05_16_40_29_813.jpg, C:\Driving\IMG\left_2020_09_05_16_40_29_813.jpg, C:\Driving\IMG\right_2020_09_05_16_40_29_813.jpg, -0.01516353, 1, 0, 30.19022
